subnum,direction,type,trialnum,trialstart,length,stim,resp,numcorr,nummiss,allcorr,time
19,1,P,-1,12501,3,135,135,3,0,1,8196
19,1,P,-2,26246,3,248,248,3,0,1,5390
19,1,P,-3,37186,3,679,679,3,0,1,6314
19,1,T,1,49587,2,85,85,2,0,1,4902
19,1,T,2,59035,2,64,64,2,0,1,6577
19,1,T,3,71163,3,472,472,3,0,1,4693
19,1,T,4,81413,3,815,815,3,0,1,5828
19,1,T,5,93801,4,3417,3417,4,0,1,7131
19,1,T,6,107489,4,6158,6518,2,2,0,5640
19,1,T,7,120695,5,52186,52186,5,0,1,6860
19,1,T,8,135118,5,42731,24731,3,2,0,8231
19,1,T,9,151919,6,392487,394287,4,2,0,7795
19,1,T,10,168282,6,378294,372489,2,4,0,7789
