subnum,direction,type,trialnum,trialstart,length,stim,resp,numcorr,nummiss,allcorr,time
67,1,P,-1,11247,3,135,135,3,0,1,8043
67,1,P,-2,24839,3,248,248,3,0,1,7624
67,1,P,-3,38015,3,679,697,1,2,0,14050
67,1,T,1,57389,2,85,85,2,0,1,7081
67,1,T,2,69017,2,64,664,1,2,0,10952
67,1,T,3,85522,3,472,472,3,0,1,6743
67,1,T,4,97820,3,815,815,3,0,1,10323
67,1,T,5,114701,4,3417,3417,4,0,1,8633
67,1,T,6,129892,4,6158,6158,4,0,1,10314
67,1,T,7,147767,5,52186,52186,5,0,1,11197
67,1,T,8,166527,5,42731,42731,5,0,1,8907
67,1,T,9,184001,6,392487,398427,4,2,0,12738
67,1,T,10,205307,6,378294,372489,2,4,0,13695
