subnum,direction,type,trialnum,trialstart,length,stim,resp,numcorr,nummiss,allcorr,time
103,1,P,-3,46877,3,679,297,0,3,0,8614
103,1,T,1,61297,2,85,85,2,0,1,5855
103,1,T,2,71698,2,64,84,1,1,0,12122
103,1,T,3,89371,3,472,72,0,3,0,18680
103,1,T,4,113605,3,815,819,2,1,0,21676
104,1,P,-1,14802,3,135,135,3,0,1,6358
104,1,P,-2,26708,3,248,248,3,0,1,7546
104,1,P,-3,39801,3,679,796,0,3,0,21929
104,1,T,1,67006,2,85,85,2,0,1,6920
104,1,T,2,78474,2,64,64,2,0,1,4915
104,1,T,3,88941,3,472,472,3,0,1,5438
104,1,T,4,99931,3,815,851,1,2,0,6379
104,1,T,5,112866,4,3417,3147,2,2,0,7136
104,1,T,6,126563,4,6158,65138,1,4,0,9542
105,1,P,-1,9016,3,135,135,3,0,1,9294
105,1,P,-2,23858,3,248,248,3,0,1,6528
105,1,P,-3,35935,3,679,679,3,0,1,8811
105,1,T,1,60184,2,85,85,2,0,1,6282
105,1,T,2,71010,2,64,64,2,0,1,6627
105,1,T,3,83189,3,472,7472,0,4,0,11773
105,1,T,4,100520,3,815,815,3,0,1,7314
105,1,T,5,114392,4,3417,3417,4,0,1,8079
105,1,T,6,129028,4,6158,6158,4,0,1,7732
105,1,T,7,144321,5,52186,52186,5,0,1,10181
105,1,T,8,162065,5,42731,47216,1,4,0,21515
105,1,T,9,192148,6,392487,395827,3,3,0,15129
105,1,T,10,215841,6,378294,378241,4,2,0,27028
106,1,P,-1,10219,3,135,135,3,0,1,5244
106,1,P,-2,21011,3,248,248,3,0,1,5543
106,1,P,-3,32103,3,679,679,3,0,1,5638
106,1,T,1,43349,2,85,85,2,0,1,4399
106,1,T,2,52293,2,64,64,2,0,1,3779
106,1,T,3,61623,3,472,472,3,0,1,6697
106,1,T,4,73873,3,815,815,3,0,1,5088
106,1,T,5,85519,4,3417,3417,4,0,1,7949
106,1,T,6,100027,4,6158,6158,4,0,1,5878
106,1,T,7,113470,5,52186,52186,5,0,1,14533
106,1,T,8,135567,5,42731,42731,5,0,1,6739
106,1,T,9,150874,6,392487,392487,6,0,1,9393
106,1,T,10,168838,6,378294,372894,4,2,0,9143
106,1,T,11,187557,7,5917428,195728,2,5,0,11485
106,1,T,12,208618,7,5792846,572486,3,4,0,12062
107,1,P,-1,8275,3,135,135,3,0,1,8508
107,1,P,-2,22332,3,248,248,3,0,1,5836
107,1,P,-3,33717,3,679,79,0,3,0,6939
107,1,T,1,46496,2,85,85,2,0,1,4074
107,1,T,2,55116,2,64,64,2,0,1,3534
107,1,T,3,64204,3,472,472,3,0,1,15322
107,1,T,4,85082,3,815,851,1,2,0,6111
107,1,T,5,97751,4,3417,7134,0,4,0,10724
107,1,T,6,115034,4,6158,618,2,2,0,6442
108,1,P,-1,9216,3,135,135,3,0,1,6292
108,1,P,-2,21057,3,248,248,3,0,1,5887
108,1,P,-3,32496,3,679,679,3,0,1,5670
108,1,T,1,43725,2,85,85,2,0,1,4515
108,1,T,2,52785,2,64,64,2,0,1,3783
108,1,T,3,62121,3,472,472,3,0,1,4446
108,1,T,4,72121,3,815,815,3,0,1,4680
108,1,T,5,83361,4,3417,3147,2,2,0,7775
108,1,T,6,97695,4,6158,6158,4,0,1,8452
108,1,T,7,113708,5,52186,52186,5,0,1,9408
108,1,T,8,130676,5,42731,542713,1,5,0,12296
108,1,T,9,151540,6,392487,3592487,1,6,0,12045
108,1,T,10,172152,6,378294,34279,2,4,0,14283
109,1,P,-1,8682,3,135,135,3,0,1,4860
109,1,P,-2,19092,3,248,248,3,0,1,5442
109,1,P,-3,30086,3,679,679,3,0,1,6285
109,1,T,1,42147,2,85,85,2,0,1,6093
109,1,T,2,52787,2,64,64,2,0,1,4398
109,1,T,3,62736,3,472,472,3,0,1,6202
109,1,T,4,74492,3,815,815,3,0,1,5352
109,1,T,5,86402,4,3417,3417,4,0,1,10435
109,1,T,6,103396,4,6158,6158,4,0,1,8402
109,1,T,7,119362,5,52186,52186,5,0,1,8907
109,1,T,8,135828,5,42731,75472,0,5,0,24443
109,1,T,9,168841,6,392487,934217,1,5,0,16817
109,1,T,10,194226,6,378294,32749,2,4,0,14976
110,1,P,-1,8484,3,135,135,3,0,1,18046
110,1,P,-2,32079,3,248,248,3,0,1,3992
110,1,P,-3,41621,3,679,697,1,2,0,28057
110,1,T,1,75269,2,85,85,2,0,1,4128
110,1,T,2,83946,2,64,64,2,0,1,5995
110,1,T,3,95497,3,472,472,3,0,1,7435
110,1,T,4,108486,3,815,815,3,0,1,5327
110,1,T,5,120370,4,3417,3147,2,2,0,7476
110,1,T,6,134404,4,6158,6158,4,0,1,7124
110,1,T,7,149091,5,52186,51286,3,2,0,8919
110,1,T,8,165575,5,42731,24785,1,4,0,13087
112,1,P,-1,9821,3,135,135,3,0,1,8703
112,1,P,-2,24095,3,248,248,3,0,1,7624
112,1,P,-3,37271,3,679,679,3,0,1,5655
112,1,T,1,48017,2,85,85,2,0,1,6150
112,1,T,2,58715,2,64,64,2,0,1,4711
112,1,T,3,68980,3,472,472,3,0,1,4720
112,1,T,4,79256,3,815,815,3,0,1,5420
112,1,T,5,91234,4,3417,3417,4,0,1,11124
112,1,T,6,108918,4,6158,6518,2,2,0,11269
112,1,T,7,127749,5,52186,5218,4,1,0,12257
112,1,T,8,147574,5,42731,2743,1,4,0,7083
113,1,P,-1,9910,3,135,15,1,2,0,19074
113,1,P,-2,34533,3,248,248,3,0,1,11645
113,1,P,-3,51727,3,679,679,3,0,1,7507
113,1,T,1,64977,2,85,85,2,0,1,9082
113,1,T,2,78605,2,64,64,2,0,1,7057
113,1,T,3,91213,3,472,472,3,0,1,6692
113,1,T,4,103461,3,815,815,3,0,1,7440
113,1,T,5,117455,4,3417,3417,4,0,1,7029
113,1,T,6,131041,4,6158,6518,2,2,0,13870
113,1,T,7,152473,5,52186,51286,3,2,0,17977
113,1,T,8,178012,5,42731,247863,1,5,0,22151
114,1,P,-1,11844,3,135,3,0,3,0,46886
114,1,P,-2,64278,3,248,248,3,0,1,14347
114,1,P,-3,84176,3,679,679,3,0,1,8456
114,1,T,1,98697,2,85,85,2,0,1,5169
114,1,T,2,108415,2,64,64,2,0,1,6524
114,1,T,3,120497,3,472,472,3,0,1,5734
114,1,T,4,131782,3,815,85,1,2,0,9081
114,1,T,5,147423,4,3417,3417,4,0,1,7947
114,1,T,6,161928,4,6158,6158,4,0,1,8952
114,1,T,7,178446,5,52186,52186,5,0,1,18305
114,1,T,8,204314,5,42731,42716,3,2,0,25583
114,1,T,9,238466,6,392487,9327,1,5,0,19987
114,1,T,10,267026,6,378294,37842,3,3,0,13025
115,1,P,-1,11202,3,135,135,3,0,1,27717
115,1,P,-2,44504,3,248,248,3,0,1,24125
115,1,P,-3,74179,3,679,697,1,2,0,11593
115,1,T,1,91210,2,85,85,2,0,1,11268
115,1,T,2,107024,2,64,64,2,0,1,10663
115,1,T,3,123241,3,472,7246,0,4,0,13553
115,1,T,4,142348,3,815,851,1,2,0,13040
116,1,P,-1,10123,3,135,158,1,2,0,17409
116,1,P,-2,33083,3,248,48,0,3,0,13638
116,1,P,-3,52272,3,679,297,0,3,0,11114
116,1,T,1,70057,2,85,58,0,2,0,13635
116,1,T,2,88241,2,64,878,0,3,0,39461
116,1,P,-1,7752,3,135,,0,3,0,524
116,1,P,-2,13826,3,248,,0,3,0,447
116,1,P,-3,19826,3,679,,0,3,0,545
116,1,T,1,27203,2,85,85,2,0,1,5432
116,1,T,2,37183,2,64,64,2,0,1,3793
116,1,T,3,46528,3,472,472,3,0,1,4726
116,1,T,4,56805,3,815,841,1,2,0,7370
116,1,T,5,70730,4,3417,3417,4,0,1,7383
116,1,T,6,84672,4,6158,63518,2,3,0,8056
116,1,T,7,100288,5,52186,1846,0,5,0,8696
116,1,T,8,116545,5,42731,42715,3,2,0,9892
117,1,P,-1,8666,3,135,15,1,2,0,6679
117,1,P,-2,20893,3,248,248,3,0,1,6492
117,1,P,-3,32936,3,679,679,3,0,1,7659
117,1,T,1,48073,2,85,85,2,0,1,5189
117,1,T,2,57809,2,64,64,2,0,1,4111
117,1,T,3,67472,3,472,472,3,0,1,5062
117,1,T,4,78089,3,815,815,3,0,1,7334
117,1,T,5,91982,4,3417,3417,4,0,1,7178
117,1,T,6,105718,4,6158,6158,4,0,1,7300
117,1,T,7,120579,5,52186,52186,5,0,1,7516
117,1,T,8,135660,5,42731,42731,5,0,1,7408
117,1,T,9,151634,6,392487,394257,3,3,0,12173
117,1,T,10,172374,6,378294,37284,2,4,0,13387
118,1,P,-1,8646,3,135,135,3,0,1,13250
118,1,P,-2,27447,3,248,248,3,0,1,9735
118,1,P,-3,42733,3,679,248,0,3,0,31614
118,1,T,1,79755,2,85,285,0,3,0,17422
118,1,T,2,101725,2,64,64,2,0,1,4686
118,1,T,3,111964,3,472,472,3,0,1,5576
118,1,T,4,123092,3,815,815,3,0,1,5608
118,1,T,5,135256,4,3417,3247,2,2,0,18328
118,1,T,6,160141,4,6158,6517,1,3,0,10202
119,1,P,-1,11945,3,135,135,3,0,1,11055
119,1,P,-2,28567,3,248,248,3,0,1,10043
119,1,P,-3,44159,3,679,679,3,0,1,8061
119,1,T,1,59225,2,85,85,2,0,1,6693
119,1,T,2,70463,2,64,64,2,0,1,8174
119,1,T,3,84190,3,472,472,3,0,1,6673
119,1,T,4,96418,3,815,815,3,0,1,6828
119,1,T,5,109802,4,3417,3417,4,0,1,7355
119,1,T,6,123716,4,6158,6158,4,0,1,8807
119,1,T,7,140084,5,52186,25186,3,2,0,10056
119,1,T,8,157703,5,42731,2473,2,3,0,8162
120,1,P,-1,11091,3,135,135,3,0,1,4873
120,1,P,-2,21511,3,248,248,3,0,1,6038
120,1,P,-3,33099,3,679,679,3,0,1,5993
120,1,T,1,45203,2,85,85,2,0,1,5770
120,1,T,2,55519,2,64,64,2,0,1,4947
120,1,T,3,66017,3,472,472,3,0,1,6718
120,1,T,4,78291,3,815,815,3,0,1,6627
120,1,T,5,91480,4,3417,3417,4,0,1,8437
120,1,T,6,106475,4,6158,6158,4,0,1,7331
120,1,T,7,121368,5,52186,51286,3,2,0,11079
120,1,T,8,140007,5,42731,7246,1,4,0,12211
121,1,P,-1,10723,3,135,5135,0,4,0,9589
121,1,P,-2,25861,3,248,248,3,0,1,5635
121,1,P,-3,37044,3,679,679,3,0,1,5944
121,1,T,1,50111,2,85,851,2,1,0,5880
121,1,T,2,60537,2,64,64,2,0,1,6803
121,1,T,3,72893,3,472,472,3,0,1,4382
121,1,T,4,82829,3,815,815,3,0,1,4711
121,1,T,5,94100,4,3417,341,3,1,0,6141
121,1,T,6,106799,4,6158,6158,4,0,1,5965
121,1,T,7,120329,5,52186,52186,5,0,1,8172
121,1,T,8,136064,5,42731,42731,5,0,1,7487
121,1,T,9,152121,6,392487,34287,2,4,0,11574
121,1,T,10,172267,6,378294,32874,2,4,0,9143
122,1,P,-1,10393,3,135,135,3,0,1,5602
122,1,P,-2,21545,3,248,248,3,0,1,3648
122,1,P,-3,30742,3,679,679,3,0,1,7658
122,1,T,1,44690,2,85,85,2,0,1,6325
122,1,T,2,55563,2,64,64,2,0,1,4410
122,1,T,3,65527,3,472,472,3,0,1,4066
122,1,T,4,75145,3,815,815,3,0,1,4474
122,1,T,5,86180,4,3417,3417,4,0,1,6060
122,1,T,6,98797,4,6158,6158,4,0,1,10181
122,1,T,7,116542,5,52186,5128,2,3,0,11184
122,1,T,8,135293,5,42731,2731,0,5,0,8146
123,1,P,-1,68250,3,135,135,3,0,1,4498
123,1,P,-2,78298,3,248,248,3,0,1,4896
123,1,P,-3,88742,3,679,679,3,0,1,4471
123,1,T,1,103211,2,85,85,2,0,1,3757
123,1,T,2,111515,2,64,64,2,0,1,3938
123,1,T,3,121004,3,472,472,3,0,1,4411
123,1,T,4,130971,3,815,815,3,0,1,4806
123,1,T,5,142337,4,3417,3417,4,0,1,5145
123,1,T,6,154043,4,6158,6157,3,1,0,6591
123,1,T,7,168195,5,52186,1286,1,4,0,6596
123,1,T,8,182357,5,42731,42731,5,0,1,6831
123,1,T,9,197760,6,392487,391428,3,3,0,9700
123,1,T,10,216026,6,378294,32479,2,4,0,7857
124,1,P,-1,8654,3,135,135,3,0,1,17985
124,1,P,-2,32188,3,248,248,3,0,1,7931
124,1,P,-3,45669,3,679,679,3,0,1,6314
124,1,T,1,57174,2,85,85,2,0,1,4995
124,1,T,2,66715,2,64,64,2,0,1,4573
124,1,T,3,76840,3,472,472,3,0,1,4847
124,1,T,4,87241,3,815,815,3,0,1,5042
124,1,T,5,98838,4,3417,3417,4,0,1,7177
124,1,T,6,112571,4,6158,6158,4,0,1,6456
124,1,T,7,126590,5,52186,52186,5,0,1,8214
124,1,T,8,142367,5,42731,42731,5,0,1,8411
124,1,T,9,159346,6,392487,342974,2,4,0,15663
124,1,T,10,183576,6,378294,327851,1,5,0,14125
125,1,P,-1,8564,3,135,135,3,0,1,4954
125,1,P,-2,19066,3,248,248,3,0,1,3478
125,1,P,-3,28095,3,679,679,3,0,1,3925
125,1,T,1,37625,2,85,85,2,0,1,4827
125,1,T,2,47000,2,64,64,2,0,1,3736
125,1,T,3,56289,3,472,472,3,0,1,3894
125,1,T,4,65736,3,815,815,3,0,1,5410
125,1,T,5,77704,4,3417,3417,4,0,1,5974
125,1,T,6,90236,4,6158,6518,2,2,0,6441
125,1,T,7,104238,5,52186,52186,5,0,1,7242
125,1,T,8,119042,5,42731,47231,3,2,0,7165
125,1,T,9,134772,6,392487,34827,1,5,0,11855
125,1,T,10,155194,6,378294,37924,3,3,0,12592
126,1,P,-1,11377,3,135,135,3,0,1,17039
126,1,P,-2,33963,3,248,248,3,0,1,12549
126,1,P,-3,52062,3,679,679,3,0,1,7973
126,1,T,1,65777,2,85,85,2,0,1,20316
126,1,T,2,90642,2,64,64,2,0,1,5443
126,1,T,3,101636,3,472,472,3,0,1,5893
126,1,T,4,113080,3,815,815,3,0,1,5446
126,1,T,5,125083,4,3417,3417,4,0,1,9454
126,1,T,6,141096,4,6158,6158,4,0,1,9247
126,1,T,7,157903,5,52186,52186,5,0,1,11375
126,1,T,8,176841,5,42731,42761,4,1,0,11917
126,1,T,9,197327,6,392487,934287,2,4,0,9539
126,1,T,10,215435,6,378294,347291,3,3,0,17638
127,1,P,-1,10991,3,135,135,3,0,1,6842
127,1,P,-2,23382,3,248,248,3,0,1,6562
127,1,P,-3,35494,3,679,679,3,0,1,6721
127,1,T,1,47467,2,85,58,0,2,0,9411
127,1,T,2,61426,2,64,64,2,0,1,5880
127,1,T,3,72859,3,472,472,3,0,1,5845
127,1,T,4,84257,3,815,815,3,0,1,5654
127,1,T,5,96465,4,3417,3417,4,0,1,8188
127,1,T,6,111208,4,6158,6518,2,2,0,6747
127,1,T,7,125517,5,52186,52186,5,0,1,7621
127,1,T,8,140701,5,42731,4723,2,3,0,9403
127,1,T,9,158673,6,392487,39427,2,4,0,9505
127,1,T,10,176744,6,378294,372894,4,2,0,8339
128,1,P,-1,9335,3,135,5,0,3,0,26563
128,1,P,-2,41449,3,248,1247,0,4,0,23679
128,1,P,-3,70680,3,679,1463958,0,7,0,25513
128,1,T,1,101450,2,85,85,2,0,1,5734
128,1,T,2,111732,2,64,64,2,0,1,3718
128,1,T,3,121003,3,472,472,3,0,1,5676
128,1,T,4,132230,3,815,851,1,2,0,5739
128,1,T,5,144526,4,3417,3417,4,0,1,7177
128,1,T,6,158262,4,6158,6518,2,2,0,6917
128,1,T,7,172744,5,52186,52186,5,0,1,9239
128,1,T,8,189548,5,42731,47213,1,4,0,9315
128,1,T,9,207429,6,392487,39427,2,4,0,9386
128,1,T,10,225381,6,378294,38724,2,4,0,9090
129,1,P,-1,8341,3,135,1135,1,3,0,25240
129,1,P,-2,39133,3,248,248,3,0,1,7219
129,1,P,-3,51904,3,679,679,3,0,1,10670
129,1,T,1,68431,2,85,85,2,0,1,15707
129,1,T,2,88686,2,64,64,2,0,1,7756
129,1,T,3,101992,3,472,472,3,0,1,5300
129,1,T,4,112845,3,815,815,3,0,1,16343
129,1,T,5,135749,4,3417,3147,2,2,0,6154
129,1,T,6,148461,4,6158,6518,2,2,0,9861
