subnum,direction,type,trialnum,trialstart,length,stim,resp,numcorr,nummiss,allcorr,time
66,1,P,-1,12127,3,135,135,3,0,1,6454
66,1,P,-2,24128,3,248,248,3,0,1,5436
66,1,P,-3,35112,3,679,679,3,0,1,6320
66,1,T,1,49342,2,85,85,2,0,1,4535
66,1,T,2,58422,2,64,64,2,0,1,4556
66,1,T,3,68531,3,472,472,3,0,1,5473
66,1,T,4,79559,3,815,815,3,0,1,5884
66,1,T,5,92001,4,3417,3417,4,0,1,6527
66,1,T,6,105089,4,6158,6158,4,0,1,6136
66,1,T,7,118790,5,52186,52186,5,0,1,7334
66,1,T,8,133692,5,42731,4271,3,2,0,10495
66,1,T,9,152757,6,392487,394287,4,2,0,13535
66,1,T,10,174860,6,378294,37942,2,4,0,12658
